time,roll_deg,roll_rate_deg_s,torque_Nm,total_thrust_N
0.0,10.0,0.0,-0.7080508587676524,9.96133506259916
0.002,9.992934398974512,-3.5328005127431066,-0.6704651260966449,9.961118540881708
0.004,9.979178262906466,-6.878068034024178,-0.6345086582419885,9.960697452675259
0.006,9.959090399433753,-10.04393173635579,-0.6001139053753682,9.960083639598928
0.008,9.933014031925316,-13.038183754218357,-0.5672160890624725,9.959288778031192
0.01,9.901277445901606,-15.868293011855185,-0.5357530888367729,9.958324335091149
0.012,9.864194608931344,-18.54141848513047,-0.5056653334129919,9.957201531468842
0.014,9.822065765090144,-21.064421920599845,-0.4768956963504959,9.955931310404274
0.016,9.775178005022152,-23.44388003399629,-0.44938939598461103,9.954524312173499
0.018000000000000002,9.7238058126033,-25.68609620942603,-0.42309389945130654,9.952990853494706
0.020000000000000004,9.668211589163903,-27.797111719698215,-0.39795883063782345,9.951340911317851
0.022000000000000006,9.608646156189153,-29.782716487376774,-0.37393588189867866,9.949584110508326
0.024000000000000007,9.54534923737847,-31.648459405341647,-0.3509787293830406,9.94772971497861
0.02600000000000001,9.478549920908709,-33.399658234878295,-0.329042951825769,9.945786621862144
0.02800000000000001,9.408467102711558,-35.041409098577255,-0.30808595266045746,9.943763358360812
0.030000000000000013,9.33530991154232,-36.57859558461889,-0.28806688531860086,9.94166808093172
0.032000000000000015,9.259278116585635,-38.01589747834036,-0.26894658158458307,9.93950857651069
0.034000000000000016,9.180562518312973,-39.35779913633172,-0.25068748288149445,9.937292265498925
0.03600000000000002,9.099345323277603,-40.608597517684494,-0.23325357436790595,9.93502620626615
0.03800000000000002,9.015800503504769,-41.77240988641789,-0.21661032173063705,9.932717100948134
0.04000000000000002,8.930094141107698,-42.85318119853427,-0.2007246105632402,9.930371302339017
0.04200000000000002,8.842384758734488,-43.85469118660516,-0.18556468822445338,9.927994821699567
0.044000000000000025,8.752823636425966,-44.78056115426166,-0.17110010807517984,9.92559333732133
0.04600000000000003,8.66155511544105,-45.63426049245673,-0.15730167599671818,9.92317220370393
0.04800000000000003,8.568716889583289,-46.41911292888166,-0.1441413990969327,9.92073646121847
0.05000000000000003,8.474440284540382,-47.138302521453355,-0.13159243651487773,9.918290846144282
0.05200000000000003,8.378850525727694,-47.79487940634267,-0.11962905223804521,9.915839800979352
0.054000000000000034,8.282066995106526,-48.39176531058563,-0.10822656984991885,9.913387484936461
0.056000000000000036,8.184203477428708,-48.93175883890884,-0.09736132912887896,9.91093778454788
0.05800000000000004,8.085368396340696,-49.41754054400627,-0.08701064442274153,9.90849432431107
0.06000000000000004,7.9856650407624405,-49.85167778912703,-0.07715276472629806,9.906060477316627
0.06200000000000004,7.885191781939498,-50.23662941147095,-0.06776683539220807,9.903639375807572
0.06400000000000004,7.784042281550415,-50.57475019454189,-0.05883286140843014,9.901233921626197
0.06600000000000004,7.682305691235865,-50.868295157274645,-0.05033167217812373,9.898846796511064
0.06800000000000005,7.580066843901002,-51.11942366743219,-0.04224488774056434,9.896480472212444
0.07000000000000005,7.477406437128077,-51.330203386463104,-0.03455488637413173,9.894137220399639
0.07200000000000005,7.374401209022648,-51.50261405271493,-0.02724477352484367,9.891819122338164
0.07400000000000005,7.271124106803412,-51.6385511096174,-0.02029835200621488,9.889528078318861
0.07600000000000005,7.167644448433054,-51.739829185178536,-0.013700093418442805,9.887265816824598
0.07800000000000006,7.064028077575299,-51.808185428877664,-0.007435110737045392,9.88503390342348
0.08000000000000006,6.960337512151719,-51.845282711790155,-0.0014891320231185112,9.882833749380243
0.08200000000000006,6.856632086760639,-51.852712695540156,0.004151524790665384,9.880666619980056
0.08400000000000006,6.752968089209742,-51.831998775448795,0.009499976082317674,9.878533642561141
0.08600000000000006,6.64939889140369,-51.78459890302569,0.014568795733254647,9.87643581425448
0.08800000000000006,6.545975074818208,-51.7119082927409,0.019370037371954307,9.874374009430644
0.09000000000000007,6.442744550782582,-51.61526201781286,0.023915255707369742,9.872348986855094
0.09200000000000007,6.3397526757834735,-51.49593749955378,0.028215526989329498,9.87036139655466
0.09400000000000007,6.237042361994216,-51.355156894628436,0.032281468631636834,9.8684117863989
0.09600000000000007,6.1346541832254085,-51.194089384404045,0.03612325803211325,9.86650060840094
0.09800000000000007,6.032626476484612,-51.01385337039805,0.039750650622438766,9.86462822474321
0.10000000000000007,5.9309954393252795,-50.81551857966672,0.043172997179289574,9.86279491353403
0.10200000000000008,5.82979522315764,-50.60010808382027,0.04639926042699272,9.861000874301617
0.10400000000000008,5.729058022687241,-50.36860023519951,0.04943803096067412,9.859246233232382
0.10600000000000008,5.628814161640031,-50.12193052360441,0.0522975425176988,9.857531048160846
0.10800000000000008,5.529092174926381,-49.86099335682617,0.054985686624060115,9.855855313318603
0.11000000000000008,5.429918887390177,-49.58664376810157,0.057510026641284184,9.854218963850053
0.11200000000000009,5.331319489283216,-49.29969905348062,0.05987781123837449,9.852621880102667
0.11400000000000009,5.233317608599263,-49.000940341976424,0.06209598731231358,9.851063891699658
0.11600000000000009,5.135935380396767,-48.6911141012484,0.06417121237968071,9.849544781402896
0.11800000000000009,5.039193513233852,-48.37093358145798,0.06610986646101868,9.848064288773925
0.12000000000000009,4.943111352834196,-48.04108019982752,0.06791806347870133,9.846622113640846
0.1220000000000001,4.847706943097535,-47.70220486832988,0.06960166218820041,9.845217919378774
0.1240000000000001,4.7529970845638605,-47.35492926683678,0.0711662766618425,9.84385133601142
0.12600000000000008,4.658997390435945,-46.99984706395864,0.07261728634335851,9.842521963141246
0.12800000000000009,4.56572234026051,-46.63752508771765,0.07395984569078684,9.841229372715484
0.1300000000000001,4.473185331364294,-46.2685044481077,0.07519889342456776,9.839973111635118
0.1320000000000001,4.381398728137272,-45.89330161351131,0.07633916139698044,9.83875270421378
0.1340000000000001,4.290373909251548,-45.5124094428627,0.07738518309841369,9.837567654493286
0.1360000000000001,4.20012131290081,-45.12629817536897,0.07834130181532623,9.836417448422395
0.1380000000000001,4.1106504801417545,-44.73541637952758,0.07921167845414595,9.83530155590509
0.1400000000000001,4.021970096415541,-44.34019186310639,0.08000029904477379,9.834219432724579
0.1420000000000001,3.93408803132417,-43.941032545685495,0.08071098193680137,9.833170522348906
0.1440000000000001,3.8470113767335836,-43.53832729529345,0.08134738470101133,9.832154257623932
0.1460000000000001,3.760746483272366,-43.132446730608834,0.08191301074821938,9.831170062359188
0.1480000000000001,3.6752989952920907,-42.723743990137194,0.08241121567701964,9.830217352811923
0.1500000000000001,3.5906738843526598,-42.3125554697161,0.08284521336152728,9.829295539074458
0.1520000000000001,3.5068754812933687,-41.899201529645595,0.0832180817897537,9.828404026369757
0.1540000000000001,3.4239075069479923,-41.4839871726882,0.08353276866281534,9.827542216259918
0.1560000000000001,3.341773101559729,-41.067202694131865,0.08379209676476473,9.826709507772124
0.1580000000000001,3.260474852949608,-40.64912430506021,0.08399876911242515,9.825905298446354
0.16000000000000011,3.1800148234897527,-40.230014729927916,0.08415537389423056,9.82512898530902
0.16200000000000012,3.1003945759307654,-39.81012377949383,0.08426438920670498,9.824379965776496
0.16400000000000012,3.021615198130522,-39.38968890012153,0.084328187596859,9.8236576384923
